company_name,website,country,industry,buyer_type,product_interest,contact_person,email,whatsapp,phone,linkedin,source,evidence,lead_score,run_id,collected_at,search_query
Buy Bulk Chemicals by Type in Bulk Online | Lab Alley,https://www.laballey.com/shop-by/bulk-chemicals,,Chemicals,Potential buyer / industrial consumer,Chemicals,,customercare@laballey.com,,1787579484,,You.com,"Shop Bulk Chemicals by Type in Bulk from Lab Alley | Bulk quantities with volume pricing. Competitive pricing and fast, reliable shipping on every order.",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
Industrial Chemical Supplier & Distributor | Alliance Chemical,https://alliancechemical.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,sales@alliancechemical.com,,2026-08-25,,You.com,"Bulk chemical distributor & wholesale supplier you can actually call. 4,000+ SKUs, ACS reagent through tech grade. SDS+COA per drum. Quart to tote.",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
Industrial Chemical Suppliers USA - Bulk Chemical Supply,https://ecolink.com/info/industrial-chemical-suppliers-usa/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,info@ecolink.com,,1081002446,,You.com,Are you looking for reliable industrial chemical suppliers USA based? Find USA based chemical suppliers who provide quality chemicals and expert knowledge here!,1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
Contact Us — Bulk Chemicals Inc,https://www.bulkchemicals.us/contact,,Chemicals,Potential buyer / industrial consumer,Chemicals,,user@domain.com,,314192535267336,,You.com,Have a question about our pretreatment products or need something else? Send us a message and we’ll reply promptly · By Phone: Toll-free: 800-338-2855 Local: 610-926-4128 Fax: 610-926-6125,1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
Industrial Chemicals Supplier & Distributor - Hawkins,https://www.hawkinsinc.com/groups/industrial/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,customer.service@hawkinsinc.com,,2026-07-07,,You.com,"Hawkins supplies bulk industrial chemicals nationwide, from caustic soda to sulfuric acid and specialty blends, backed by 27 branch warehouses nationwide.",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
Chemical Supplier & Distributor - Semi-Bulk to Bulk Solutions – ...,https://www.rockchemicalsinc.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,127370101718424465871776613437,,You.com,"Rock Chemicals, Inc. is a domestic and international semi-bulk to bulk chemical distributor. Our product solutions help to optimize your production operations and your ability to meet deadlines. We are the preferred chemical distribution company in every industry known for our quality, reliability ...",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
Leading Chemical Manufacturer & Supplier | Wholesale Chemical,https://www.wholesalechemical.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,customerservice@wholesalechemical.com,,1.15451.0,,You.com,"Texas, U.S.A. | Specialty & Bulk Chemicals | Municipal & Industrial | Dedicated Stock & Warehousing | Lowest Prices | Quality Products",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
Bulk Fine Chemicals,https://www.spectrumchemical.com/chemical/bulk-fine-chemicals,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,,,You.com,"Get Bulk Fine Chemicals at Spectrum Chemical. SpectrumChemical.com carries a full line of fine chemicals, lab appliances and lab supplies.",0,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
Home | Harcros Chemicals,https://www.harcros.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,2025-05-07,,You.com,Over a century of experience and expertise of putting chemicals together. Harcros Chemicals has solutions for every industry. See home page →,1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
We Sell Direct to Everyone,https://www.chemworld.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,800-658-7716,,You.com,"ChemWorld is a World distributor of Propylene Glycol, Glycerin and Specialty Chemicals. Buy directly online. Please contact us at 800-658-7716. Buy Boiler Water Chemicals, Propylene Glycol, Glycerin directly online from Salt Lake City or Atlanta. Fast shipping to California and New York.",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical plant"" ""sourcing"" ""contact us"" ""bulk chemicals"" ""industrial supply"" -jobs -careers -directory -blog"
Procurement Expertise For the Chemical Industry | Dryden,https://www.drydengroup.com/chemicals,,Chemicals,Potential buyer / industrial consumer,Chemicals,,info@drydengroup.com,,15 2026 18,,You.com,Explore how Dryden Group specializes in providing innovative solutions for the chemicals industry. Learn more about their services and expertise today!,1,32890634476,2026-08-25T19:37:50.393032+00:00,"""importer"" ""petrochemical products"" ""contact us"" ""procurement department"" -jobs -careers -article -list"
Global Chemical B2B Platform - petroexporthub,https://petroexporthub.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,png2@300x-1-150x150.png,+989138767389,2026-02-25,,You.com,"A smart B2B platform connecting chemical suppliers & buyers for global export, engineering services, and supply chain integration.",1,32890634476,2026-08-25T19:37:50.393032+00:00,"""importer"" ""petrochemical products"" ""contact us"" ""procurement department"" -jobs -careers -article -list"
Hazardous Chemical & Petrochemical Shipping Services | MSC,https://www.msc.com/en/industries/chemicals-and-petrochemicals,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,,,,,You.com,MSC provides customers with unrivalled care for all chemical & petrochemical shipments. Get a quote for our petrochemical shipping services today!,0,32890634476,2026-08-25T19:37:50.393032+00:00,"""importer"" ""petrochemical products"" ""contact us"" ""procurement department"" -jobs -careers -article -list"
What are Petrochemicals? | FAQ,https://www.gantrade.com/faq,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,,,+1 201-573-1955,,You.com,"What are petrochemicals? Learn about petrochemical raw materials, products, storage, applications, and shipment information from Gantrade.",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.com ""procurement"" ""petrochemical"" ""raw materials"" -jobs -careers -hiring -article -blog -directory -list"
SABIC - Raw Materials,https://www.sabic.com/en/reports/integrated-report-2023/value-chain-impact/sourcing-raw-materials,,,Potential buyer / industrial consumer,,,,,1010-15838,,You.com,"From making cars and planes more fuel-efficient, to helping conserve the world’s water supply and enabling colorful smartphone cases, we find solutions to the challenges of today to help our customers achieve their ambitions and build a better tomorrow.",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.com ""procurement"" ""petrochemical"" ""raw materials"" -jobs -careers -hiring -article -blog -directory -list"
Petrochemical Products Wholesale | Bulk Chemical Supplier,https://shobeirshimi.com/product-category/chemical/,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,info@shobeirshimi.com,+989121182057,+0890-0891,,You.com,"By sourcing directly from the most advanced, high-capacity petrochemical complexes in Iran, we provide international manufacturers, compounders, and distributors with highly competitive bulk pricing. More importantly, we deliver the uncompromising material purity required to prevent costly machinery downtime, coupled with ISO-compliant quality control and the seamless, end-to-end maritime logistics required for uninterrupted global trade. To streamline your procurement ...",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.com ""procurement"" ""petrochemical"" ""raw materials"" -jobs -careers -hiring -article -blog -directory -list"
Grappling with Procurement Challenges in the Chemicals Industry ...,https://thechemco.com/grappling-with-procurement-challenges-in-the-chemicals-industry/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,2025-10-09,,You.com,"Procurement is an unceasing challenge for businesses across virtually all sectors. From supply chain breakdowns to stocking issues, the stakeholders managing",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.com ""procurement"" ""petrochemical"" ""raw materials"" -jobs -careers -hiring -article -blog -directory -list"
Procurement Challenges in the Chemical Industry and How ...,https://chemindigest.com/procurement-challenges-in-the-chemical-industry-and-how-digitalization-can-help/,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,chemindigest@gmail.com,,2022-05-26,,You.com,"Several global oil and gas ... material production. With China’s tighter regulations and financing challenges, prominent Indian players should seize the initiative by increasing self-reliance and production capacities. India’s proximity to the Gulf region – the world’s primary supplier of petrochemical substances – puts us at a unique advantage in consolidating a larger global market share. Again, the CPO needs a robust end-to-end procurement platform to ...",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.com ""procurement"" ""petrochemical"" ""raw materials"" -jobs -careers -hiring -article -blog -directory -list"
Sharp Polymer Solutions | Suppliers Of Plastics,https://www.sharppolymers.co.uk/plastic-recycling/suppliers-of-plastics,,,Potential buyer / industrial consumer,,,,,,,You.com,"Sharp Polymer Solutions also sell a wide range of plastics, recycled either in-house or by our UK network. We trade primarily in commodity polymers…",0,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
"Bio-based plastics: Feedstocks, Production and the UK Market",https://www.bpf.co.uk/plastipedia/polymers/Biobased_plastics_Feedstocks_Production_and_the_UK_Market.aspx,,,Potential buyer / industrial consumer,,,,,,,You.com,"Bio-based plastics have been used in medicine for years and were also considered for automotive parts in the days of Henry Ford. However, with climate change on the minds of manufacturers, retailers and consumers alike, there is renewed interest in bio-based plastics.",0,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
Sourcing Plastic Material | PlastikCity,https://www.plastikcity.co.uk/knowledge-base/PlastikDigest/sourcing-plastic-material,,,Potential buyer / industrial consumer,,,customerservice@plastikcity.co.uk,,88694-136,,You.com,Thermoplastic or thermoset? Engineering or commodity? Specifying the right materials and additives. Find distributors and compounders. Get all the help here.,1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
Are Manufacturers Coping with Polymer Supply Challenges? // Hardie ...,https://www.plastikmedia.co.uk/coping-polymer-supply-challenges/,,,Potential buyer / industrial consumer,,,customerservice@plastikmedia.co.uk,,2026-04-27,,You.com,"Geopolitical instability and energy price volatility, ongoing logistics disruption, and raw material shortages are putting manufacturers across every sector under unprecedented pressure. Nowhere is this more evident than in the polymer market, where availability challenges are no longer isolated ...",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
Polymer Selection | Plastic Polymer Price Trends Insight,https://cameron-price.co.uk/insights/the-main-drivers-of-polymer-prices/,,,Potential buyer / industrial consumer,,,enquiries@cameron-price.co.uk,,2021-08-06,,You.com,Polymer prices are the result of a complex interplay of a variety of diverse elements.,1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
Home | Chase Plastics,https://www.chase-plastics.co.uk/,,,Potential buyer / industrial consumer,,,info@chase-plastics.co.uk,,132260006650000000,,You.com,Chase Plastics is committed to the highest standards of quality and service in the supply of recycled polythene pellets and compounds. Our experience in both recycling and film manufacture provides a thorough understanding of our customers’ requirements. Our company is EuCertPlast accredited ...,1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
Polymer Solutions for Electronics Industry | Abbey Polymers,https://www.abbeypolymers.co.uk/sectors/electronics/,,,Potential buyer / industrial consumer,,,sales@abbeypolymers.co.uk,,2024-08-27,,You.com,"Electronics Industry: Partnering for Innovation & Reliability The electronics sector is driven by rapid innovation, where the demand for miniaturisation, high-performance materials, and enhanced durability is ever-increasing. Abbey Polymers is a trusted partner to manufacturers across the ...",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
Our Services,https://www.internationalpolymers.co.uk/our-services,,,Potential buyer / industrial consumer,,,,,1.15451.0,,You.com,"International Polymer Solutions started life in early 2022 to consult with businesses in the plastics industry on all aspects of manufacturing. We have used our expertise in lean manufacturing, building supply chains and technical support to help give our customers a real edge in costs both ...",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
Engineered Polymer Solutions | High Performance Polymer,https://highperformancepolymer.co.uk/,,,Potential buyer / industrial consumer,,,,,539321637,,You.com,"PEEK Screws, RENY Screws, GF30 NYLON Screws, PPS Screws, PC and PVDF Screws. HPP delivers to industries worldwide. Polymer Fasteners, HighPerformancePolymer.co.uk specialises in providing products and services and Engineered Plastics. Buy online now or Request a Quotation.",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
Suppliers to the Plastics Industry – Verified B2B Companies | ...,https://www.europages.co.uk/companies/suppliers%20to%20the%20plastics%20industry.html,,,Potential buyer / industrial consumer,,,,,,,You.com,Suppliers to the plastics industry ✓Find verified B2B companies ✓Direct contact ✓Leading European B2B marketplace ➤ Connect with suppliers now!,0,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.co.uk ""industrial consumer"" ""polymer"" ""feedstock"" ""purchasing"" -jobs -careers -hiring -article -blog -directory -list"
Supplier to refineries and the petrochemical industry,https://www.rff.de/en/industries-markets/refineries-and-petrochemicals/,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,,,1756717917,,You.com,"Refineries and the petrochemical industry produce fuels and a variety of other everyday items as either preliminary or final products using crude oil and natural gas. This requires correspondingly stringent safety standards, and therefore also suppliers that can meet the high demands of this ...",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.de ""petrochemical manufacturer"" ""sourcing"" ""importer"" ""contact"" -jobs -careers -hiring -article -blog -directory -list"
"Chemical Ways Group GmbH - Expert for Chemical, Petrochemical ...",https://www.chemicalways.de/contact-us/,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,,,,,You.com,"Feel free to contact us for your inquiry - info@chemicalways.de Chemical Ways GmbH, Alte Volksparkstr. 24 in Hamburg, Germany",0,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.de ""petrochemical manufacturer"" ""sourcing"" ""importer"" ""contact"" -jobs -careers -hiring -article -blog -directory -list"
PENPET Petrochemical Trading - Ihr Experte im ...,https://www.penpet.com/,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,info@penpet.de,+494067579940,1998-2026,,You.com,"PENPET is your partner in the chemical industry. For over 30 years, we have been offering high-quality products and a comprehensive service worldwide.",1,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.de ""petrochemical manufacturer"" ""sourcing"" ""importer"" ""contact"" -jobs -careers -hiring -article -blog -directory -list"
"Petroleum - 27 Manufacturers, Traders & Suppliers",https://www.industrystock.com/en/companies/Chemical-Industry/Chemistry/Petrochemistry/Petroleum,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,,,,,You.com,"Petroleum - You find here 27 suppliers from Austria ✓ Russia ✓ Germany ✓ China ✓ Turkey and ✓ Poland. Please obtain more information on spare parts, servicing, maintenance, Repair, repair or accessories directly from the registered companies.",0,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.de ""petrochemical manufacturer"" ""sourcing"" ""importer"" ""contact"" -jobs -careers -hiring -article -blog -directory -list"
Industry - HERCUTEC Petrochemie,https://www.hercutec-petrochemie.de/en/industry/industry/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,,,You.com,"Petroleum-based chemicals for your production. As a basis for plastics, paints, insulating materials and more.",0,32896289665,2026-08-25T20:36:36.449776+00:00,"site:*.de ""petrochemical manufacturer"" ""sourcing"" ""importer"" ""contact"" -jobs -careers -hiring -article -blog -directory -list"
Flat Rolled Steel Sheet Supplier & Distributor - Metal Coil Processor ...,https://www.alliancesteel.net/,,Steel,Potential buyer / industrial consumer,Steel,,,,,,You.com,A leading flat rolled steel sheet supplier and metal coil processor. Alliance Steel provides full-scale steel service offering large volumes of flat rolled metal products. Call today!,0,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Contacts,https://www.thyssenkrupp.com/en/company/procurement/contact,,,Potential buyer / industrial consumer,,,ferdinand.wieland@thyssenkrupp-automotive.com,,763930663648504,,You.com,"You are using Internet Explorer 11 or earlier, this browser is no longer supported by this website. We suggest to use a modern browser · Should you wish to enter into business relationships with one of our Group's entities, please get in touch with the nominated contact persons within our ...",1,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Steel Sales & Processing,https://www.mnp.com/products-services/steel-sales-processing/,,Steel,Potential buyer / industrial consumer,Steel,,,,0 0 283.5 27.8,,You.com,"MNP Corporation meets today’s modern fastening needs. From automotive, industrial, rail, and ship building to defense, medical, and agricultural, MNP can provide the fastener solution for any critical or standard application.",1,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
STEELProc – Steel procurement made easy,https://steelproc.com/,,Steel,Potential buyer / industrial consumer,Steel,,,,,,You.com,"Answer: Each month, SteelProc highlights a different supplier to provide detailed insights into their products and services. This feature fosters seamless negotiation and direct communication, helping businesses connect with top-quality suppliers and make informed procurement decisions.",0,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Structural Steel Processing Services & Capabilities - Steel Processor ...,https://www.triple-s-steel.com/processing-services/,,Steel,Potential buyer / industrial consumer,Steel,,,,,,You.com,"At Triple-S Steel®, we use state-of-the-art equipment, expert engineering, and heavy-duty materials to meet customer specifications exactly. Our structural steel processing services cover steel plates, sheet metal, pipes and tubing, bars, beams, and other steel products.",0,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Steel Coil Supplier & Processor | Chesterfield Steel,https://www.chesterfieldsteel.com/,,Steel,Potential buyer / industrial consumer,Steel,,,,,,You.com,Chesterfield Steel is a metal coil supplier and steel coil processor. Learn more about our coil processing services today!,0,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Procurement - Schuff Steel,https://www.schuff.com/procurement/,,Steel,Potential buyer / industrial consumer,Steel,,,,71.1702128,,You.com,Our strong procurement practices combined with market expertise ensure foresight for you to make the best material selection decisions.,1,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Sourcing - Titan Steel,https://titansteel.com/services/sourcing/,,Steel,Potential buyer / industrial consumer,Steel,,maxandre.levin@gmail.com,,2014-06-03,,You.com,"Titan Steel offers sourcing from the leading mills, traders, service centers and alternative supply sources around the globe. We have deep relationships with",1,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
"Metalshub - Platform to Buy, Sell and Trade Raw Materials",https://www.metals-hub.com/en/,,,Potential buyer / industrial consumer,,,kyc@metals-hub.com,,145665641,,You.com,"Metalshub is the leading digital platform for raw material procurement and sales, helping companies source, trade, and manage deals.",1,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Phoenix Steel Service: Precision Steel Processing,https://phoenixsteelservice.com/,,Steel,Potential buyer / industrial consumer,Steel,,,,40.79.247.70,,You.com,"Phoenix Steel Service: Your trusted partner in steel processing. Precision, quality, and innovation for your industrial needs. Discover more today!",1,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Contact us | Tata Steel Nederland,https://products.tatasteelnederland.com/contact-us,,Steel,Potential buyer / industrial consumer,Steel,,,,,,You.com,Complementing the category ... contact procurementMLE@tatasteeleurope.com · If you should have any questions or need help finding information you can contact the appropriate area of our Accounting and Transactions Centre of Excellence (ATCE) using one of the methods below: Invoice enquiries Tata Steel IJmuiden & ...,0,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Quality Over Cost: Why Quality Matters in Steel Procurement,https://americanstainlessandsupply.com/resources/quality-steel-procurement/,,Steel,Potential buyer / industrial consumer,Steel,,,,2025-04-01,,You.com,"Pipe, valves, fittings, tubing, and structural shapes for contractors and fabricators in the Carolinas and nationwide. ISO-compliant. Same-day service available.",1,32901804275,2026-08-25T21:35:33.582496+00:00,"site:com OR site:net OR site:org ""steel processor"" procurement contact -jobs -careers -blog -directory"
Metal Exporting Services | International Steel Trading & Sourcing ...,https://www.sss-steel.com/value-added-services/metal-exporting-services,,Steel,Potential buyer / industrial consumer,Steel,,,,,,You.com,"Triple-S Steel offers reliable metal exporting services and international steel trading solutions, supplying high-quality U.S. steel and metal products to global partners with full logistics support.",0,32901804275,2026-08-25T21:35:33.582496+00:00,"""industrial consumer"" steel sourcing ""request for quote"" -jobs -hiring -list -article"
Structural Steel Products | Request A Quote | Service Steel,https://www.servicesteel.org/products/structural-steel,,Steel,Potential buyer / industrial consumer,Steel,,customercare@servicesteel.org,,2024-02-14,,You.com,"We stock a massive inventory of structural steel shapes such as beams, channels, tubes, plates, & more. View our inventory or get a free online quote today!",1,32901804275,2026-08-25T21:35:33.582496+00:00,"""industrial consumer"" steel sourcing ""request for quote"" -jobs -hiring -list -article"
Request for Quote | Stainless Steel Manufacturers,https://stainlesssteelmanufacturers.org/request-for-quote/,,Steel,Potential buyer / industrial consumer,Steel,,,,,,You.com,Submit a request for quote to connect with leading stainless steel manufacturers who supply all kinds of stainless steel for industrial applications.,0,32901804275,2026-08-25T21:35:33.582496+00:00,"""industrial consumer"" steel sourcing ""request for quote"" -jobs -hiring -list -article"
Request for Quote | Steel Service Centers,https://steelservicecenters.com/request-for-quote/,,Steel,Potential buyer / industrial consumer,Steel,,,,,,You.com,Submit a request for quote to connect with leading steel service centers who supply many different types of steel for a variety of applications.,0,32901804275,2026-08-25T21:35:33.582496+00:00,"""industrial consumer"" steel sourcing ""request for quote"" -jobs -hiring -list -article"
Request A Quote | Surplus Steel & Supply,https://surplus-steel.com/request-a-quote/,,Steel,Potential buyer / industrial consumer,Steel,,,,,,You.com,"From Ocala to Orlando and coast to coast, we provide quick quotes on steel, aluminum, and metal supplies. No minimum orders. Fill out the form below and we'll",0,32901804275,2026-08-25T21:35:33.582496+00:00,"""industrial consumer"" steel sourcing ""request for quote"" -jobs -hiring -list -article"
Request for Quote | Machined Metal Sourcing,https://www.compass-anvil.com/request-for-quote,,,Potential buyer / industrial consumer,,,clawton@compass-anvil.com,,56-4454-8,,You.com,"Request a quote for reliable, accurate, metal stamping, casting, and forging sourcing services. With over 20 years of sourcing experience, let us find the best supplier for your machined metal needs today.",1,32901804275,2026-08-25T21:35:33.582496+00:00,"""industrial consumer"" steel sourcing ""request for quote"" -jobs -hiring -list -article"
"Request a Quote for Metal Casting, Forging or Extrusions",https://www.deecometals.com/request-for-quote-contact-us,,,Potential buyer / industrial consumer,,,sales@deecometals.com,,+1-800-272-7784,,You.com,"We provide expert services on a variety of custom metal casting, forging, and extruding services, as well as a full line of brazing and filler metals.",1,32901804275,2026-08-25T21:35:33.582496+00:00,"""industrial consumer"" steel sourcing ""request for quote"" -jobs -hiring -list -article"
Quote Request – Tacoma Steel Supply,https://tacomasteel.com/quote-request/,,Steel,Potential buyer / industrial consumer,Steel,,web@tacomasteel.com,,2026-04-20,,You.com,"Fast, accurate quotes from Tacoma’s trusted steel supplier · Your information is never shared",1,32901804275,2026-08-25T21:35:33.582496+00:00,"""industrial consumer"" steel sourcing ""request for quote"" -jobs -hiring -list -article"
Renewable Energy Procurement | ENGIE Impact,https://www.engieimpact.com/capabilities/renewable-energy-procurement,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,press@arcadia.com,,3918.9722,,You.com,The transition to renewable energy requires a strategic procurement strategy that is reliable and cost-effective. Learn how ENGIE Impact can help.,1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Renewable Energy Procurement - IPG,https://ipgsf.com/capability/renewable-energy-procurement/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,paula.major@anwinenergy.com,,2025-02-13,,You.com,"With deep expertise in clean energy ... energy procurement services, delivering strategic solutions that align sustainability with financial viability. Our integrated approach empowers businesses to transition to renewable energy with confidence—maximizing environmental impact while maintaining operational efficiency. Explore the future of sustainable energy. Contact us to develop ...",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Renewable Energy Procurement | 3Degrees,https://3degreesinc.com/lp-renewable-energy-procurement-contact/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,2023-04-13 11,,You.com,Together we can implement a renewable energy strategy to help you make big wins toward your climate goals.,1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Energy Procurement Services | Veolia North America,https://www.veolianorthamerica.com/what-we-do/energy-capabilities/energy-procurement-services,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,kevin.obrien@veolia.com,,83-6753-44,,You.com,"We partner with your energy, ... from renewable sources. Deregulated energy markets present an opportunity for facility owners and managers to purchase their own supply contracts for electricity and natural gas. Purchasing energy competitively enables you to source power and gas from the lowest cost supplier and employ active hedging strategies to more efficiently manage cash flows in both the short- and long-term. Let us help you transform your energy procurement strategy, ...",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Renewable Energy Procurement Solutions,https://enerconnex.com/our-services/renewables/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,accessibility@sjindustries.com,,2024-08-16,,You.com,"JavaScript is disabled in your browser · Please enable JavaScript to proceed · A required part of this site couldn’t load. This may be due to a browser extension, network issues, or browser settings. Please check your connection, disable any ad blockers, or try using a different browser",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
